instance,jobs,pivot,neighborhood,init,seed,completion,time
./instances/Benchmarks/ta051,50,best,transpose,random,8,154200,0.001136
./instances/Benchmarks/ta051,50,best,transpose,random,9,143492,0.000782
./instances/Benchmarks/ta051,50,best,transpose,random,10,153126,0.000743
./instances/Benchmarks/ta051,50,best,transpose,srz,0,133120,0.000246
./instances/Benchmarks/ta051,50,best,exchange,random,1,134987,0.014557
./instances/Benchmarks/ta051,50,best,exchange,random,2,135145,0.013011
./instances/Benchmarks/ta051,50,best,exchange,random,3,132824,0.014312
./instances/Benchmarks/ta051,50,best,exchange,random,4,133384,0.014036
./instances/Benchmarks/ta051,50,best,exchange,random,5,134331,0.012600
./instances/Benchmarks/ta051,50,best,exchange,random,6,133265,0.013136
./instances/Benchmarks/ta051,50,best,exchange,random,7,134752,0.012098
./instances/Benchmarks/ta051,50,best,exchange,random,8,130846,0.016915
./instances/Benchmarks/ta051,50,best,exchange,random,9,132516,0.011856
./instances/Benchmarks/ta051,50,best,exchange,random,10,132045,0.014337
./instances/Benchmarks/ta051,50,best,exchange,srz,0,132441,0.002500
./instances/Benchmarks/ta051,50,best,insert,random,1,132885,0.028866
./instances/Benchmarks/ta051,50,best,insert,random,2,130431,0.030221
./instances/Benchmarks/ta051,50,best,insert,random,3,132738,0.025139
./instances/Benchmarks/ta051,50,best,insert,random,4,131685,0.031983
./instances/Benchmarks/ta051,50,best,insert,random,5,133477,0.024953
./instances/Benchmarks/ta051,50,best,insert,random,6,133332,0.035235
./instances/Benchmarks/ta051,50,best,insert,random,7,131726,0.026356
./instances/Benchmarks/ta051,50,best,insert,random,8,130797,0.031108
./instances/Benchmarks/ta051,50,best,insert,random,9,130067,0.024863
./instances/Benchmarks/ta051,50,best,insert,random,10,133962,0.032056
./instances/Benchmarks/ta051,50,best,insert,srz,0,128971,0.013966
./instances/Benchmarks/ta052,50,first,transpose,random,1,146103,0.001324
./instances/Benchmarks/ta052,50,first,transpose,random,2,141182,0.000806
./instances/Benchmarks/ta052,50,first,transpose,random,3,139695,0.000777
./instances/Benchmarks/ta052,50,first,transpose,random,4,139896,0.000716
./instances/Benchmarks/ta052,50,first,transpose,random,5,141998,0.000493
./instances/Benchmarks/ta052,50,first,transpose,random,6,137285,0.000728
./instances/Benchmarks/ta052,50,first,transpose,random,7,150135,0.000795
./instances/Benchmarks/ta052,50,first,transpose,random,8,141185,0.001346
./instances/Benchmarks/ta052,50,first,transpose,random,9,137521,0.001006
./instances/Benchmarks/ta052,50,first,transpose,random,10,146111,0.000793
./instances/Benchmarks/ta052,50,first,transpose,srz,0,124902,0.000051
./instances/Benchmarks/ta052,50,first,exchange,random,1,124968,0.015419
./instances/Benchmarks/ta052,50,first,exchange,random,2,122552,0.020530
./instances/Benchmarks/ta052,50,first,exchange,random,3,123506,0.019410
./instances/Benchmarks/ta052,50,first,exchange,random,4,122152,0.023204
./instances/Benchmarks/ta052,50,first,exchange,random,5,123805,0.018741
./instances/Benchmarks/ta052,50,first,exchange,random,6,123002,0.022692
./instances/Benchmarks/ta052,50,first,exchange,random,7,124084,0.021027
./instances/Benchmarks/ta052,50,first,exchange,random,8,122905,0.025364
./instances/Benchmarks/ta052,50,first,exchange,random,9,123256,0.018718
./instances/Benchmarks/ta052,50,first,exchange,random,10,125197,0.022025
./instances/Benchmarks/ta052,50,first,exchange,srz,0,124777,0.000770
./instances/Benchmarks/ta052,50,first,insert,random,1,123157,0.053138
./instances/Benchmarks/ta052,50,first,insert,random,2,121718,0.062045
./instances/Benchmarks/ta052,50,first,insert,random,3,123373,0.038869
./instances/Benchmarks/ta052,50,first,insert,random,4,120701,0.063574
./instances/Benchmarks/ta052,50,first,insert,random,5,123867,0.051399
./instances/Benchmarks/ta052,50,first,insert,random,6,124602,0.042929
./instances/Benchmarks/ta052,50,first,insert,random,7,122718,0.047588
./instances/Benchmarks/ta052,50,first,insert,random,8,123435,0.055325
./instances/Benchmarks/ta052,50,first,insert,random,9,122857,0.050633
./instances/Benchmarks/ta052,50,first,insert,random,10,121456,0.062807
./instances/Benchmarks/ta052,50,first,insert,srz,0,121867,0.012341
./instances/Benchmarks/ta052,50,best,transpose,random,1,136734,0.001315
./instances/Benchmarks/ta052,50,best,transpose,random,2,146514,0.001211
./instances/Benchmarks/ta052,50,best,transpose,random,3,144977,0.000835
./instances/Benchmarks/ta052,50,best,transpose,random,4,141301,0.000988
./instances/Benchmarks/ta052,50,best,transpose,random,5,139580,0.000890
./instances/Benchmarks/ta052,50,best,transpose,random,6,142563,0.001074
./instances/Benchmarks/ta052,50,best,transpose,random,7,142790,0.001105
./instances/Benchmarks/ta052,50,best,transpose,random,8,140478,0.001049
./instances/Benchmarks/ta052,50,best,transpose,random,9,137376,0.001060
./instances/Benchmarks/ta052,50,best,transpose,random,10,140300,0.000644
./instances/Benchmarks/ta052,50,best,transpose,srz,0,124897,0.000116
./instances/Benchmarks/ta052,50,best,exchange,random,1,125380,0.014666
./instances/Benchmarks/ta052,50,best,exchange,random,2,125798,0.015972
./instances/Benchmarks/ta052,50,best,exchange,random,3,126064,0.012522
./instances/Benchmarks/ta052,50,best,exchange,random,4,125327,0.012232
./instances/Benchmarks/ta052,50,best,exchange,random,5,128890,0.014664
./instances/Benchmarks/ta052,50,best,exchange,random,6,125680,0.011224
./instances/Benchmarks/ta052,50,best,exchange,random,7,125484,0.009583
./instances/Benchmarks/ta052,50,best,exchange,random,8,125451,0.013820
./instances/Benchmarks/ta052,50,best,exchange,random,9,124563,0.015093
./instances/Benchmarks/ta052,50,best,exchange,random,10,124094,0.014333
./instances/Benchmarks/ta052,50,best,exchange,srz,0,124601,0.001394
./instances/Benchmarks/ta052,50,best,insert,random,1,123331,0.033924
./instances/Benchmarks/ta052,50,best,insert,random,2,126500,0.032026
./instances/Benchmarks/ta052,50,best,insert,random,3,125035,0.027572
./instances/Benchmarks/ta052,50,best,insert,random,4,123496,0.033801
./instances/Benchmarks/ta052,50,best,insert,random,5,123990,0.025572
./instances/Benchmarks/ta052,50,best,insert,random,6,124330,0.031131
./instances/Benchmarks/ta052,50,best,insert,random,7,125615,0.032084
./instances/Benchmarks/ta052,50,best,insert,random,8,127253,0.025926
./instances/Benchmarks/ta052,50,best,insert,random,9,125671,0.026792
./instances/Benchmarks/ta052,50,best,insert,random,10,127283,0.027440
./instances/Benchmarks/ta052,50,best,insert,srz,0,122456,0.011696
./instances/Benchmarks/ta053,50,first,transpose,random,1,146727,0.000872
./instances/Benchmarks/ta053,50,first,transpose,random,2,145845,0.001000
./instances/Benchmarks/ta053,50,first,transpose,random,3,145975,0.000492
./instances/Benchmarks/ta053,50,first,transpose,random,4,140706,0.000918
./instances/Benchmarks/ta053,50,first,transpose,random,5,140418,0.000990
./instances/Benchmarks/ta053,50,first,transpose,random,6,147558,0.000844
./instances/Benchmarks/ta053,50,first,transpose,random,7,142635,0.000493
./instances/Benchmarks/ta053,50,first,transpose,random,8,151035,0.001417
./instances/Benchmarks/ta053,50,first,transpose,random,9,138326,0.000962
./instances/Benchmarks/ta053,50,first,transpose,random,10,136661,0.001214
./instances/Benchmarks/ta053,50,first,transpose,srz,0,122804,0.000135
./instances/Benchmarks/ta053,50,first,exchange,random,1,120288,0.019658
./instances/Benchmarks/ta053,50,first,exchange,random,2,120607,0.017638
./instances/Benchmarks/ta053,50,first,exchange,random,3,121267,0.019587
./instances/Benchmarks/ta053,50,first,exchange,random,4,121392,0.024793
./instances/Benchmarks/ta053,50,first,exchange,random,5,119830,0.019363
./instances/Benchmarks/ta053,50,first,exchange,random,6,121074,0.029865
./instances/Benchmarks/ta053,50,first,exchange,random,7,120084,0.022263
./instances/Benchmarks/ta053,50,first,exchange,random,8,122186,0.017546
./instances/Benchmarks/ta053,50,first,exchange,random,9,121831,0.019242
./instances/Benchmarks/ta053,50,first,exchange,random,10,120025,0.017605
./instances/Benchmarks/ta053,50,first,exchange,srz,0,121025,0.004162
./instances/Benchmarks/ta053,50,first,insert,random,1,121008,0.051569
./instances/Benchmarks/ta053,50,first,insert,random,2,121522,0.057578
./instances/Benchmarks/ta053,50,first,insert,random,3,120873,0.052969
./instances/Benchmarks/ta053,50,first,insert,random,4,119804,0.036443
./instances/Benchmarks/ta053,50,first,insert,random,5,120356,0.055375
./instances/Benchmarks/ta053,50,first,insert,random,6,123238,0.038980
./instances/Benchmarks/ta053,50,first,insert,random,7,123803,0.026579
./instances/Benchmarks/ta053,50,first,insert,random,8,119997,0.031068
./instances/Benchmarks/ta053,50,first,insert,random,9,119604,0.060042
./instances/Benchmarks/ta053,50,first,insert,random,10,121228,0.038147
./instances/Benchmarks/ta053,50,first,insert,srz,0,119860,0.012868
./instances/Benchmarks/ta053,50,best,transpose,random,1,141728,0.001587
./instances/Benchmarks/ta053,50,best,transpose,random,2,142780,0.000940
./instances/Benchmarks/ta053,50,best,transpose,random,3,143047,0.001004
./instances/Benchmarks/ta053,50,best,transpose,random,4,146147,0.001487
./instances/Benchmarks/ta053,50,best,transpose,random,5,138474,0.001016
./instances/Benchmarks/ta053,50,best,transpose,random,6,143774,0.001161
./instances/Benchmarks/ta053,50,best,transpose,random,7,144698,0.000817
./instances/Benchmarks/ta053,50,best,transpose,random,8,140158,0.000924
./instances/Benchmarks/ta053,50,best,transpose,random,9,140491,0.000975
./instances/Benchmarks/ta053,50,best,transpose,random,10,141675,0.001092
./instances/Benchmarks/ta053,50,best,transpose,srz,0,122804,0.000199
./instances/Benchmarks/ta053,50,best,exchange,random,1,121457,0.014733
./instances/Benchmarks/ta053,50,best,exchange,random,2,123991,0.013070
./instances/Benchmarks/ta053,50,best,exchange,random,3,123384,0.013992
./instances/Benchmarks/ta053,50,best,exchange,random,4,124045,0.011891
./instances/Benchmarks/ta053,50,best,exchange,random,5,122395,0.013459
./instances/Benchmarks/ta053,50,best,exchange,random,6,123641,0.016183
./instances/Benchmarks/ta053,50,best,exchange,random,7,122154,0.011033
./instances/Benchmarks/ta053,50,best,exchange,random,8,123172,0.013976
./instances/Benchmarks/ta053,50,best,exchange,random,9,123412,0.010859
./instances/Benchmarks/ta053,50,best,exchange,random,10,122435,0.010895
./instances/Benchmarks/ta053,50,best,exchange,srz,0,121320,0.003359
./instances/Benchmarks/ta053,50,best,insert,random,1,121699,0.031770
./instances/Benchmarks/ta053,50,best,insert,random,2,121576,0.030839
./instances/Benchmarks/ta053,50,best,insert,random,3,123746,0.023829
./instances/Benchmarks/ta053,50,best,insert,random,4,122789,0.028117
./instances/Benchmarks/ta053,50,best,insert,random,5,121044,0.031692
./instances/Benchmarks/ta053,50,best,insert,random,6,122843,0.035676
./instances/Benchmarks/ta053,50,best,insert,random,7,125543,0.030288
./instances/Benchmarks/ta053,50,best,insert,random,8,123696,0.028120
./instances/Benchmarks/ta053,50,best,insert,random,9,122674,0.028121
./instances/Benchmarks/ta053,50,best,insert,random,10,120762,0.025506
./instances/Benchmarks/ta053,50,best,insert,srz,0,119677,0.008340
./instances/Benchmarks/ta054,50,first,transpose,random,1,141547,0.000662
./instances/Benchmarks/ta054,50,first,transpose,random,2,146863,0.000915
./instances/Benchmarks/ta054,50,first,transpose,random,3,140598,0.000836
./instances/Benchmarks/ta054,50,first,transpose,random,4,141798,0.000977
./instances/Benchmarks/ta054,50,first,transpose,random,5,138862,0.000756
./instances/Benchmarks/ta054,50,first,transpose,random,6,140532,0.000906
./instances/Benchmarks/ta054,50,first,transpose,random,7,142693,0.001004
./instances/Benchmarks/ta054,50,first,transpose,random,8,138263,0.000697
./instances/Benchmarks/ta054,50,first,transpose,random,9,142724,0.001088
./instances/Benchmarks/ta054,50,first,transpose,random,10,145418,0.000586
./instances/Benchmarks/ta054,50,first,transpose,srz,0,127915,0.000175
./instances/Benchmarks/ta054,50,first,exchange,random,1,124032,0.024911
./instances/Benchmarks/ta054,50,first,exchange,random,2,125367,0.020753
./instances/Benchmarks/ta054,50,first,exchange,random,3,125787,0.016809
./instances/Benchmarks/ta054,50,first,exchange,random,4,125089,0.023648
./instances/Benchmarks/ta054,50,first,exchange,random,5,126264,0.015566
./instances/Benchmarks/ta054,50,first,exchange,random,6,124357,0.027253
./instances/Benchmarks/ta054,50,first,exchange,random,7,126812,0.009835
./instances/Benchmarks/ta054,50,first,exchange,random,8,123978,0.021582
./instances/Benchmarks/ta054,50,first,exchange,random,9,125040,0.022039
./instances/Benchmarks/ta054,50,first,exchange,random,10,123433,0.022330
./instances/Benchmarks/ta054,50,first,exchange,srz,0,125215,0.004433
./instances/Benchmarks/ta054,50,first,insert,random,1,123907,0.056201
./instances/Benchmarks/ta054,50,first,insert,random,2,125137,0.032636
./instances/Benchmarks/ta054,50,first,insert,random,3,125598,0.044011
./instances/Benchmarks/ta054,50,first,insert,random,4,126093,0.045672
./instances/Benchmarks/ta054,50,first,insert,random,5,126347,0.043753
./instances/Benchmarks/ta054,50,first,insert,random,6,123949,0.045573
./instances/Benchmarks/ta054,50,first,insert,random,7,124586,0.039223
./instances/Benchmarks/ta054,50,first,insert,random,8,125640,0.045742
./instances/Benchmarks/ta054,50,first,insert,random,9,125020,0.042220
./instances/Benchmarks/ta054,50,first,insert,random,10,124201,0.053143
./instances/Benchmarks/ta054,50,first,insert,srz,0,124131,0.009264
./instances/Benchmarks/ta054,50,best,transpose,random,1,140105,0.000717
./instances/Benchmarks/ta054,50,best,transpose,random,2,145678,0.001155
./instances/Benchmarks/ta054,50,best,transpose,random,3,145053,0.000812
./instances/Benchmarks/ta054,50,best,transpose,random,4,147292,0.001004
./instances/Benchmarks/ta054,50,best,transpose,random,5,144937,0.000899
./instances/Benchmarks/ta054,50,best,transpose,random,6,145809,0.000813
./instances/Benchmarks/ta054,50,best,transpose,random,7,141696,0.001429
./instances/Benchmarks/ta054,50,best,transpose,random,8,140175,0.001201
./instances/Benchmarks/ta054,50,best,transpose,random,9,149726,0.001231
./instances/Benchmarks/ta054,50,best,transpose,random,10,143260,0.000842
./instances/Benchmarks/ta054,50,best,transpose,srz,0,127786,0.000349
./instances/Benchmarks/ta054,50,best,exchange,random,1,127121,0.010074
./instances/Benchmarks/ta054,50,best,exchange,random,2,125225,0.015662
./instances/Benchmarks/ta054,50,best,exchange,random,3,127180,0.011846
./instances/Benchmarks/ta054,50,best,exchange,random,4,126493,0.012121
./instances/Benchmarks/ta054,50,best,exchange,random,5,125949,0.012996
./instances/Benchmarks/ta054,50,best,exchange,random,6,125668,0.013527
./instances/Benchmarks/ta054,50,best,exchange,random,7,129213,0.011331
./instances/Benchmarks/ta054,50,best,exchange,random,8,127013,0.012689
./instances/Benchmarks/ta054,50,best,exchange,random,9,126082,0.018341
./instances/Benchmarks/ta054,50,best,exchange,random,10,126589,0.016451
./instances/Benchmarks/ta054,50,best,exchange,srz,0,125733,0.004677
./instances/Benchmarks/ta054,50,best,insert,random,1,128081,0.021336
./instances/Benchmarks/ta054,50,best,insert,random,2,128328,0.026595
./instances/Benchmarks/ta054,50,best,insert,random,3,125210,0.036485
./instances/Benchmarks/ta054,50,best,insert,random,4,127375,0.028725
./instances/Benchmarks/ta054,50,best,insert,random,5,125631,0.028355
./instances/Benchmarks/ta054,50,best,insert,random,6,127135,0.026100
./instances/Benchmarks/ta054,50,best,insert,random,7,125511,0.027306
./instances/Benchmarks/ta054,50,best,insert,random,8,125780,0.027792
./instances/Benchmarks/ta054,50,best,insert,random,9,125579,0.026150
./instances/Benchmarks/ta054,50,best,insert,random,10,125223,0.027581
./instances/Benchmarks/ta054,50,best,insert,srz,0,124225,0.012666
./instances/Benchmarks/ta055,50,first,transpose,random,1,144371,0.001151
./instances/Benchmarks/ta055,50,first,transpose,random,2,142540,0.001504
./instances/Benchmarks/ta055,50,first,transpose,random,3,143638,0.000441
./instances/Benchmarks/ta055,50,first,transpose,random,4,141437,0.000593
./instances/Benchmarks/ta055,50,first,transpose,random,5,141419,0.001114
./instances/Benchmarks/ta055,50,first,transpose,random,6,135835,0.000976
./instances/Benchmarks/ta055,50,first,transpose,random,7,143980,0.000950
./instances/Benchmarks/ta055,50,first,transpose,random,8,144904,0.001010
./instances/Benchmarks/ta055,50,first,transpose,random,9,141583,0.000840
./instances/Benchmarks/ta055,50,first,transpose,random,10,145043,0.000621
./instances/Benchmarks/ta055,50,first,transpose,srz,0,127193,0.000082
./instances/Benchmarks/ta055,50,first,exchange,random,1,121831,0.021237
./instances/Benchmarks/ta055,50,first,exchange,random,2,121389,0.021355
./instances/Benchmarks/ta055,50,first,exchange,random,3,121508,0.023737
./instances/Benchmarks/ta055,50,first,exchange,random,4,121656,0.020862
./instances/Benchmarks/ta055,50,first,exchange,random,5,122376,0.023090
./instances/Benchmarks/ta055,50,first,exchange,random,6,122546,0.019584
./instances/Benchmarks/ta055,50,first,exchange,random,7,121906,0.024838
./instances/Benchmarks/ta055,50,first,exchange,random,8,123308,0.016851
./instances/Benchmarks/ta055,50,first,exchange,random,9,121828,0.027227
./instances/Benchmarks/ta055,50,first,exchange,random,10,122107,0.020744
./instances/Benchmarks/ta055,50,first,exchange,srz,0,122388,0.005900
./instances/Benchmarks/ta055,50,first,insert,random,1,122387,0.041755
./instances/Benchmarks/ta055,50,first,insert,random,2,121459,0.054574
./instances/Benchmarks/ta055,50,first,insert,random,3,124212,0.040269
./instances/Benchmarks/ta055,50,first,insert,random,4,121948,0.051408
./instances/Benchmarks/ta055,50,first,insert,random,5,121908,0.034101
./instances/Benchmarks/ta055,50,first,insert,random,6,122320,0.042641
./instances/Benchmarks/ta055,50,first,insert,random,7,121521,0.054800
./instances/Benchmarks/ta055,50,first,insert,random,8,120990,0.050997
./instances/Benchmarks/ta055,50,first,insert,random,9,123809,0.028773
./instances/Benchmarks/ta055,50,first,insert,random,10,121604,0.050195
./instances/Benchmarks/ta055,50,first,insert,srz,0,123114,0.011020
./instances/Benchmarks/ta055,50,best,transpose,random,1,144388,0.000970
./instances/Benchmarks/ta055,50,best,transpose,random,2,136442,0.001120
./instances/Benchmarks/ta055,50,best,transpose,random,3,143682,0.000763
./instances/Benchmarks/ta055,50,best,transpose,random,4,145299,0.000988
./instances/Benchmarks/ta055,50,best,transpose,random,5,140116,0.000830
./instances/Benchmarks/ta055,50,best,transpose,random,6,146287,0.001201
./instances/Benchmarks/ta055,50,best,transpose,random,7,141895,0.001506
./instances/Benchmarks/ta055,50,best,transpose,random,8,142503,0.001003
./instances/Benchmarks/ta055,50,best,transpose,random,9,145157,0.001073
./instances/Benchmarks/ta055,50,best,transpose,random,10,150697,0.000774
./instances/Benchmarks/ta055,50,best,transpose,srz,0,127193,0.000155
./instances/Benchmarks/ta055,50,best,exchange,random,1,124504,0.018021
./instances/Benchmarks/ta055,50,best,exchange,random,2,123030,0.020947
./instances/Benchmarks/ta055,50,best,exchange,random,3,124196,0.010897
./instances/Benchmarks/ta055,50,best,exchange,random,4,122298,0.015085
./instances/Benchmarks/ta055,50,best,exchange,random,5,126591,0.011263
./instances/Benchmarks/ta055,50,best,exchange,random,6,129299,0.012228
./instances/Benchmarks/ta055,50,best,exchange,random,7,125651,0.009643
./instances/Benchmarks/ta055,50,best,exchange,random,8,124926,0.011375
./instances/Benchmarks/ta055,50,best,exchange,random,9,125418,0.011772
./instances/Benchmarks/ta055,50,best,exchange,random,10,123952,0.015685
./instances/Benchmarks/ta055,50,best,exchange,srz,0,123237,0.007289
./instances/Benchmarks/ta055,50,best,insert,random,1,122411,0.025981
./instances/Benchmarks/ta055,50,best,insert,random,2,123665,0.020721
./instances/Benchmarks/ta055,50,best,insert,random,3,120715,0.034550
./instances/Benchmarks/ta055,50,best,insert,random,4,123204,0.026999
./instances/Benchmarks/ta055,50,best,insert,random,5,123136,0.030819
./instances/Benchmarks/ta055,50,best,insert,random,6,123293,0.035210
./instances/Benchmarks/ta055,50,best,insert,random,7,126157,0.030171
./instances/Benchmarks/ta055,50,best,insert,random,8,123041,0.027018
./instances/Benchmarks/ta055,50,best,insert,random,9,122738,0.029217
./instances/Benchmarks/ta055,50,best,insert,random,10,122250,0.031563
./instances/Benchmarks/ta055,50,best,insert,srz,0,122685,0.017867
./instances/Benchmarks/ta056,50,first,transpose,random,1,139195,0.000763
./instances/Benchmarks/ta056,50,first,transpose,random,2,148522,0.000693
./instances/Benchmarks/ta056,50,first,transpose,random,3,142984,0.000900
./instances/Benchmarks/ta056,50,first,transpose,random,4,143919,0.000721
./instances/Benchmarks/ta056,50,first,transpose,random,5,142194,0.001348
./instances/Benchmarks/ta056,50,first,transpose,random,6,145094,0.000868
./instances/Benchmarks/ta056,50,first,transpose,random,7,143966,0.000862
./instances/Benchmarks/ta056,50,first,transpose,random,8,145446,0.001028
./instances/Benchmarks/ta056,50,first,transpose,random,9,142489,0.000851
./instances/Benchmarks/ta056,50,first,transpose,random,10,144611,0.000842
./instances/Benchmarks/ta056,50,first,transpose,srz,0,128567,0.000116
./instances/Benchmarks/ta056,50,first,exchange,random,1,123909,0.022610
./instances/Benchmarks/ta056,50,first,exchange,random,2,124235,0.026001
./instances/Benchmarks/ta056,50,first,exchange,random,3,124054,0.021905
./instances/Benchmarks/ta056,50,first,exchange,random,4,123987,0.021274
./instances/Benchmarks/ta056,50,first,exchange,random,5,124576,0.013064
./instances/Benchmarks/ta056,50,first,exchange,random,6,125544,0.014643
./instances/Benchmarks/ta056,50,first,exchange,random,7,123957,0.021459
./instances/Benchmarks/ta056,50,first,exchange,random,8,124384,0.021986
./instances/Benchmarks/ta056,50,first,exchange,random,9,125335,0.020711
./instances/Benchmarks/ta056,50,first,exchange,random,10,124007,0.024446
./instances/Benchmarks/ta056,50,first,exchange,srz,0,124603,0.006861
./instances/Benchmarks/ta056,50,first,insert,random,1,124045,0.042032
./instances/Benchmarks/ta056,50,first,insert,random,2,124617,0.052287
./instances/Benchmarks/ta056,50,first,insert,random,3,123738,0.043256
./instances/Benchmarks/ta056,50,first,insert,random,4,123763,0.039859
./instances/Benchmarks/ta056,50,first,insert,random,5,123659,0.045489
./instances/Benchmarks/ta056,50,first,insert,random,6,124176,0.050954
./instances/Benchmarks/ta056,50,first,insert,random,7,123765,0.053729
./instances/Benchmarks/ta056,50,first,insert,random,8,124272,0.043266
./instances/Benchmarks/ta056,50,first,insert,random,9,124181,0.058810
./instances/Benchmarks/ta056,50,first,insert,random,10,123665,0.056141
./instances/Benchmarks/ta056,50,first,insert,srz,0,122880,0.018589
./instances/Benchmarks/ta056,50,best,transpose,random,1,144645,0.000765
./instances/Benchmarks/ta056,50,best,transpose,random,2,138153,0.000682
./instances/Benchmarks/ta056,50,best,transpose,random,3,145298,0.001127
./instances/Benchmarks/ta056,50,best,transpose,random,4,143645,0.001379
./instances/Benchmarks/ta056,50,best,transpose,random,5,144953,0.001216
./instances/Benchmarks/ta056,50,best,transpose,random,6,147735,0.001835
./instances/Benchmarks/ta056,50,best,transpose,random,7,145931,0.001318
./instances/Benchmarks/ta056,50,best,transpose,random,8,146025,0.000574
./instances/Benchmarks/ta056,50,best,transpose,random,9,144355,0.002168
./instances/Benchmarks/ta056,50,best,transpose,random,10,146267,0.000970
./instances/Benchmarks/ta056,50,best,transpose,srz,0,128567,0.000162
./instances/Benchmarks/ta056,50,best,exchange,random,1,125764,0.015371
./instances/Benchmarks/ta056,50,best,exchange,random,2,125543,0.015292
./instances/Benchmarks/ta056,50,best,exchange,random,3,126240,0.011928
./instances/Benchmarks/ta056,50,best,exchange,random,4,126498,0.013968
./instances/Benchmarks/ta056,50,best,exchange,random,5,126885,0.018694
./instances/Benchmarks/ta056,50,best,exchange,random,6,126161,0.015686
./instances/Benchmarks/ta056,50,best,exchange,random,7,126647,0.015202
./instances/Benchmarks/ta056,50,best,exchange,random,8,124724,0.017402
./instances/Benchmarks/ta056,50,best,exchange,random,9,126953,0.013951
./instances/Benchmarks/ta056,50,best,exchange,random,10,127750,0.013486
./instances/Benchmarks/ta056,50,best,exchange,srz,0,123999,0.006058
./instances/Benchmarks/ta056,50,best,insert,random,1,124701,0.039530
./instances/Benchmarks/ta056,50,best,insert,random,2,124639,0.032653
./instances/Benchmarks/ta056,50,best,insert,random,3,125068,0.037881
./instances/Benchmarks/ta056,50,best,insert,random,4,124759,0.034083
./instances/Benchmarks/ta056,50,best,insert,random,5,125078,0.038127
./instances/Benchmarks/ta056,50,best,insert,random,6,125987,0.030388
./instances/Benchmarks/ta056,50,best,insert,random,7,127175,0.021232
./instances/Benchmarks/ta056,50,best,insert,random,8,125068,0.030607
./instances/Benchmarks/ta056,50,best,insert,random,9,124215,0.036143
./instances/Benchmarks/ta056,50,best,insert,random,10,126689,0.022515
./instances/Benchmarks/ta056,50,best,insert,srz,0,123706,0.016715
./instances/Benchmarks/ta057,50,first,transpose,random,1,141150,0.000689
./instances/Benchmarks/ta057,50,first,transpose,random,2,146662,0.001803
./instances/Benchmarks/ta057,50,first,transpose,random,3,142805,0.000662
./instances/Benchmarks/ta057,50,first,transpose,random,4,146493,0.000840
./instances/Benchmarks/ta057,50,first,transpose,random,5,142394,0.000731
